# steering, torque, engine_velocity, vehicle_velocity
-2.599975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.599975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.599975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.599975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.599975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.599975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.599975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.599975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.599975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.599975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.599975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.599975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.599975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.599975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.599975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.599975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.599975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.599975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.599975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.599975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.599975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.599975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.599975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.599975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.599975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.599975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.599975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.599975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.599975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.599975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.599975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.599975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.599975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.599975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.599975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.599975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.599975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.599975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.599975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.599975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.599975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.599975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.599975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.599975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.599975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.799926999999999833e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.799926999999999833e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.900024000000000157e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.900024000000000157e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.900024000000000157e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.900024000000000157e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.099975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.099975999999999843e+00,2.110000000000000000e+02,6.200000000000000000e+01,0.000000000000000000e+00
-3.199950999999999990e+00,2.110000000000000000e+02,6.200000000000000000e+01,0.000000000000000000e+00
-3.199950999999999990e+00,2.100000000000000000e+02,6.800000000000000000e+01,0.000000000000000000e+00
-3.199950999999999990e+00,2.100000000000000000e+02,6.800000000000000000e+01,0.000000000000000000e+00
-3.199950999999999990e+00,2.100000000000000000e+02,2.020000000000000000e+02,0.000000000000000000e+00
-3.199950999999999990e+00,2.100000000000000000e+02,2.020000000000000000e+02,0.000000000000000000e+00
-3.199950999999999990e+00,2.080000000000000000e+02,3.040000000000000000e+02,0.000000000000000000e+00
-3.199950999999999990e+00,2.080000000000000000e+02,3.040000000000000000e+02,0.000000000000000000e+00
-3.500000000000000000e+00,1.790000000000000000e+02,7.400000000000000000e+02,0.000000000000000000e+00
-3.500000000000000000e+00,1.790000000000000000e+02,7.400000000000000000e+02,0.000000000000000000e+00
-3.599975999999999843e+00,5.900000000000000000e+01,7.400000000000000000e+02,0.000000000000000000e+00
-3.599975999999999843e+00,5.900000000000000000e+01,9.380000000000000000e+02,0.000000000000000000e+00
-3.799926999999999833e+00,2.400000000000000000e+01,9.380000000000000000e+02,0.000000000000000000e+00
-3.799926999999999833e+00,2.400000000000000000e+01,9.040000000000000000e+02,0.000000000000000000e+00
-3.799926999999999833e+00,5.100000000000000000e+01,9.040000000000000000e+02,0.000000000000000000e+00
-3.799926999999999833e+00,5.100000000000000000e+01,9.260000000000000000e+02,3.099999999999999978e-01
-3.799926999999999833e+00,3.300000000000000000e+01,9.260000000000000000e+02,3.099999999999999978e-01
-3.799926999999999833e+00,3.300000000000000000e+01,9.240000000000000000e+02,7.900000000000000355e-01
-3.799926999999999833e+00,4.300000000000000000e+01,9.240000000000000000e+02,7.900000000000000355e-01
-3.799926999999999833e+00,4.300000000000000000e+01,9.160000000000000000e+02,1.179999999999999938e+00
-3.799926999999999833e+00,3.600000000000000000e+01,9.160000000000000000e+02,1.179999999999999938e+00
-3.799926999999999833e+00,3.600000000000000000e+01,9.120000000000000000e+02,1.500000000000000000e+00
-3.799926999999999833e+00,3.000000000000000000e+01,9.120000000000000000e+02,1.500000000000000000e+00
-3.799926999999999833e+00,3.000000000000000000e+01,9.020000000000000000e+02,1.780000000000000027e+00
-3.799926999999999833e+00,2.900000000000000000e+01,9.020000000000000000e+02,1.780000000000000027e+00
-3.799926999999999833e+00,2.900000000000000000e+01,8.920000000000000000e+02,2.080000000000000071e+00
-3.799926999999999833e+00,3.300000000000000000e+01,8.920000000000000000e+02,2.080000000000000071e+00
-3.799926999999999833e+00,3.300000000000000000e+01,8.860000000000000000e+02,2.339999999999999858e+00
-3.799926999999999833e+00,3.300000000000000000e+01,8.860000000000000000e+02,2.339999999999999858e+00
-3.799926999999999833e+00,3.300000000000000000e+01,8.920000000000000000e+02,2.569999999999999840e+00
-3.799926999999999833e+00,2.900000000000000000e+01,8.920000000000000000e+02,2.569999999999999840e+00
-3.799926999999999833e+00,2.900000000000000000e+01,9.040000000000000000e+02,2.779999999999999805e+00
-3.799926999999999833e+00,3.200000000000000000e+01,9.040000000000000000e+02,2.779999999999999805e+00
-3.799926999999999833e+00,3.200000000000000000e+01,9.220000000000000000e+02,3.000000000000000000e+00
-3.799926999999999833e+00,3.200000000000000000e+01,9.220000000000000000e+02,3.000000000000000000e+00
-3.799926999999999833e+00,3.200000000000000000e+01,9.360000000000000000e+02,3.200000000000000178e+00
-3.500000000000000000e+00,3.000000000000000000e+01,9.360000000000000000e+02,3.200000000000000178e+00
-3.500000000000000000e+00,3.000000000000000000e+01,9.420000000000000000e+02,3.430000000000000160e+00
-2.900024000000000157e+00,2.600000000000000000e+01,9.420000000000000000e+02,3.430000000000000160e+00
-2.900024000000000157e+00,2.600000000000000000e+01,9.480000000000000000e+02,3.640000000000000124e+00
-2.199950999999999990e+00,2.800000000000000000e+01,9.480000000000000000e+02,3.640000000000000124e+00
-2.199950999999999990e+00,2.800000000000000000e+01,9.580000000000000000e+02,3.810000000000000053e+00
-1.599976000000000065e+00,3.200000000000000000e+01,9.580000000000000000e+02,3.810000000000000053e+00
-1.599976000000000065e+00,3.200000000000000000e+01,9.620000000000000000e+02,3.990000000000000213e+00
-1.099976000000000065e+00,2.800000000000000000e+01,9.620000000000000000e+02,3.990000000000000213e+00
-1.099976000000000065e+00,2.800000000000000000e+01,9.720000000000000000e+02,4.179999999999999716e+00
-5.999759999999999538e-01,3.700000000000000000e+01,9.720000000000000000e+02,4.179999999999999716e+00
-5.999759999999999538e-01,3.700000000000000000e+01,9.940000000000000000e+02,4.370000000000000107e+00
-4.000239999999999907e-01,4.700000000000000000e+01,9.940000000000000000e+02,4.370000000000000107e+00
-4.000239999999999907e-01,4.700000000000000000e+01,1.044000000000000000e+03,4.559999999999999609e+00
0.000000000000000000e+00,5.500000000000000000e+01,1.044000000000000000e+03,4.559999999999999609e+00
0.000000000000000000e+00,5.500000000000000000e+01,1.092000000000000000e+03,4.799999999999999822e+00
0.000000000000000000e+00,6.100000000000000000e+01,1.092000000000000000e+03,4.799999999999999822e+00
0.000000000000000000e+00,6.100000000000000000e+01,1.144000000000000000e+03,5.179999999999999716e+00
0.000000000000000000e+00,6.000000000000000000e+01,1.144000000000000000e+03,5.179999999999999716e+00
0.000000000000000000e+00,6.000000000000000000e+01,1.142000000000000000e+03,5.669999999999999929e+00
0.000000000000000000e+00,5.900000000000000000e+01,1.142000000000000000e+03,5.669999999999999929e+00
0.000000000000000000e+00,5.900000000000000000e+01,1.128000000000000000e+03,6.200000000000000178e+00
0.000000000000000000e+00,5.900000000000000000e+01,1.128000000000000000e+03,6.200000000000000178e+00
0.000000000000000000e+00,5.900000000000000000e+01,1.102000000000000000e+03,6.769999999999999574e+00
0.000000000000000000e+00,5.900000000000000000e+01,1.102000000000000000e+03,6.769999999999999574e+00
0.000000000000000000e+00,5.900000000000000000e+01,1.106000000000000000e+03,7.379999999999999893e+00
-9.997599999999999543e-02,5.900000000000000000e+01,1.106000000000000000e+03,7.379999999999999893e+00
-9.997599999999999543e-02,5.900000000000000000e+01,1.132000000000000000e+03,7.830000000000000071e+00
-5.999759999999999538e-01,6.700000000000000000e+01,1.132000000000000000e+03,7.830000000000000071e+00
-5.999759999999999538e-01,6.700000000000000000e+01,1.172000000000000000e+03,8.289999999999999147e+00
-1.000000000000000000e+00,6.500000000000000000e+01,1.172000000000000000e+03,8.289999999999999147e+00
-1.000000000000000000e+00,6.500000000000000000e+01,1.264000000000000000e+03,8.769999999999999574e+00
-1.099976000000000065e+00,6.300000000000000000e+01,1.264000000000000000e+03,8.769999999999999574e+00
-1.099976000000000065e+00,6.300000000000000000e+01,1.310000000000000000e+03,9.210000000000000853e+00
-1.400023999999999935e+00,6.400000000000000000e+01,1.310000000000000000e+03,9.210000000000000853e+00
-1.400023999999999935e+00,6.400000000000000000e+01,1.348000000000000000e+03,9.779999999999999361e+00
-1.400023999999999935e+00,6.400000000000000000e+01,1.348000000000000000e+03,9.779999999999999361e+00
-1.400023999999999935e+00,6.400000000000000000e+01,1.410000000000000000e+03,9.779999999999999361e+00
-2.099975999999999843e+00,6.300000000000000000e+01,1.410000000000000000e+03,1.033000000000000007e+01
-2.099975999999999843e+00,6.300000000000000000e+01,1.456000000000000000e+03,1.033000000000000007e+01
-2.799926999999999833e+00,6.200000000000000000e+01,1.456000000000000000e+03,1.076999999999999957e+01
-2.799926999999999833e+00,6.200000000000000000e+01,1.486000000000000000e+03,1.076999999999999957e+01
-2.900024000000000157e+00,6.200000000000000000e+01,1.486000000000000000e+03,1.128999999999999915e+01
-2.900024000000000157e+00,7.400000000000000000e+01,1.538000000000000000e+03,1.128999999999999915e+01
-2.900024000000000157e+00,7.400000000000000000e+01,1.538000000000000000e+03,1.166999999999999993e+01
-2.900024000000000157e+00,7.700000000000000000e+01,1.598000000000000000e+03,1.166999999999999993e+01
-2.900024000000000157e+00,7.700000000000000000e+01,1.598000000000000000e+03,1.217999900000000046e+01
-2.900024000000000157e+00,8.200000000000000000e+01,1.632000000000000000e+03,1.217999900000000046e+01
-2.900024000000000157e+00,8.200000000000000000e+01,1.632000000000000000e+03,1.277999999999999936e+01
-2.900024000000000157e+00,8.900000000000000000e+01,1.688000000000000000e+03,1.277999999999999936e+01
-2.900024000000000157e+00,8.900000000000000000e+01,1.688000000000000000e+03,1.313999899999999954e+01
-2.900024000000000157e+00,9.300000000000000000e+01,1.722000000000000000e+03,1.313999899999999954e+01
-2.599975999999999843e+00,9.300000000000000000e+01,1.722000000000000000e+03,1.349000000000000021e+01
-2.599975999999999843e+00,9.800000000000000000e+01,1.776000000000000000e+03,1.349000000000000021e+01
-2.599975999999999843e+00,9.800000000000000000e+01,1.776000000000000000e+03,1.382000000000000028e+01
-2.599975999999999843e+00,-1.600000000000000000e+01,1.700000000000000000e+03,1.382000000000000028e+01
-2.900024000000000157e+00,-1.600000000000000000e+01,1.700000000000000000e+03,1.419999999999999929e+01
-2.900024000000000157e+00,-9.000000000000000000e+00,1.406000000000000000e+03,1.419999999999999929e+01
-2.799926999999999833e+00,-9.000000000000000000e+00,1.406000000000000000e+03,1.457000000000000028e+01
-2.799926999999999833e+00,6.000000000000000000e+01,1.280000000000000000e+03,1.457000000000000028e+01
-2.799926999999999833e+00,6.000000000000000000e+01,1.280000000000000000e+03,1.521999899999999961e+01
-1.900023999999999935e+00,6.200000000000000000e+01,1.238000000000000000e+03,1.521999899999999961e+01
-1.900023999999999935e+00,6.200000000000000000e+01,1.238000000000000000e+03,1.536999999999999922e+01
-1.599976000000000065e+00,6.700000000000000000e+01,1.218000000000000000e+03,1.536999999999999922e+01
-1.599976000000000065e+00,6.700000000000000000e+01,1.218000000000000000e+03,1.575000000000000000e+01
-1.099976000000000065e+00,7.100000000000000000e+01,1.210000000000000000e+03,1.575000000000000000e+01
-1.099976000000000065e+00,7.100000000000000000e+01,1.210000000000000000e+03,1.617000000000000171e+01
9.997599999999999543e-02,7.800000000000000000e+01,1.218000000000000000e+03,1.617000000000000171e+01
9.997599999999999543e-02,7.800000000000000000e+01,1.218000000000000000e+03,1.617000000000000171e+01
3.900024000000000157e+00,6.200000000000000000e+01,1.196000000000000000e+03,1.666000000000000014e+01
3.900024000000000157e+00,6.200000000000000000e+01,1.196000000000000000e+03,1.666000000000000014e+01
9.599975999999999843e+00,4.100000000000000000e+01,1.164000000000000000e+03,1.702999900000000011e+01
9.599975999999999843e+00,4.100000000000000000e+01,1.164000000000000000e+03,1.702999900000000011e+01
1.580004899999999957e+01,2.100000000000000000e+01,1.196000000000000000e+03,1.694999899999999826e+01
1.580004899999999957e+01,2.100000000000000000e+01,1.196000000000000000e+03,1.694999899999999826e+01
2.430004900000000134e+01,2.100000000000000000e+01,1.236000000000000000e+03,1.710000000000000142e+01
2.430004900000000134e+01,2.100000000000000000e+01,1.236000000000000000e+03,1.710000000000000142e+01
3.409997599999999807e+01,2.200000000000000000e+01,1.270000000000000000e+03,1.732000000000000028e+01
3.409997599999999807e+01,2.200000000000000000e+01,1.270000000000000000e+03,1.732000000000000028e+01
4.620007300000000328e+01,2.500000000000000000e+01,1.288000000000000000e+03,1.746999900000000139e+01
4.620007300000000328e+01,2.500000000000000000e+01,1.288000000000000000e+03,1.746999900000000139e+01
6.230004900000000134e+01,3.200000000000000000e+01,1.286000000000000000e+03,1.763999899999999954e+01
6.230004900000000134e+01,3.200000000000000000e+01,1.286000000000000000e+03,1.763999899999999954e+01
8.080004900000000134e+01,4.900000000000000000e+01,1.312000000000000000e+03,1.771999900000000139e+01
8.080004900000000134e+01,4.900000000000000000e+01,1.312000000000000000e+03,1.771999900000000139e+01
1.018000490000000013e+02,7.100000000000000000e+01,1.338000000000000000e+03,1.777999900000000011e+01
1.018000490000000013e+02,7.100000000000000000e+01,1.338000000000000000e+03,1.777999900000000011e+01
1.240999759999999981e+02,6.900000000000000000e+01,1.324000000000000000e+03,1.795999899999999982e+01
1.240999759999999981e+02,6.900000000000000000e+01,1.324000000000000000e+03,1.795999899999999982e+01
1.438000490000000013e+02,7.100000000000000000e+01,1.308000000000000000e+03,1.810000000000000142e+01
1.438000490000000013e+02,7.100000000000000000e+01,1.308000000000000000e+03,1.810000000000000142e+01
1.565999759999999981e+02,6.200000000000000000e+01,1.320000000000000000e+03,1.844999899999999826e+01
1.565999759999999981e+02,6.200000000000000000e+01,1.320000000000000000e+03,1.844999899999999826e+01
1.674000240000000019e+02,5.000000000000000000e+01,1.308000000000000000e+03,1.860000000000000142e+01
1.674000240000000019e+02,5.000000000000000000e+01,1.308000000000000000e+03,1.860000000000000142e+01
1.810999759999999981e+02,4.100000000000000000e+01,1.328000000000000000e+03,1.877999900000000011e+01
1.810999759999999981e+02,4.100000000000000000e+01,1.328000000000000000e+03,1.877999900000000011e+01
1.963000490000000013e+02,3.200000000000000000e+01,1.336000000000000000e+03,1.898999999999999844e+01
1.963000490000000013e+02,3.200000000000000000e+01,1.336000000000000000e+03,1.898999999999999844e+01
2.113000490000000013e+02,2.600000000000000000e+01,1.334000000000000000e+03,1.900000000000000000e+01
2.113000490000000013e+02,2.600000000000000000e+01,1.334000000000000000e+03,1.900000000000000000e+01
2.240000000000000000e+02,2.700000000000000000e+01,1.354000000000000000e+03,1.898999999999999844e+01
2.240000000000000000e+02,2.700000000000000000e+01,1.354000000000000000e+03,1.898999999999999844e+01
2.319000240000000019e+02,2.600000000000000000e+01,1.374000000000000000e+03,1.903999900000000167e+01
2.319000240000000019e+02,2.600000000000000000e+01,1.374000000000000000e+03,1.903999900000000167e+01
2.368000490000000013e+02,2.200000000000000000e+01,1.374000000000000000e+03,1.893999900000000025e+01
2.368000490000000013e+02,2.200000000000000000e+01,1.374000000000000000e+03,1.893999900000000025e+01
2.374000240000000019e+02,2.200000000000000000e+01,1.368000000000000000e+03,1.894999899999999826e+01
2.374000240000000019e+02,2.200000000000000000e+01,1.368000000000000000e+03,1.894999899999999826e+01
2.370999759999999981e+02,2.400000000000000000e+01,1.370000000000000000e+03,1.910999899999999840e+01
2.370999759999999981e+02,2.400000000000000000e+01,1.370000000000000000e+03,1.910999899999999840e+01
2.369000240000000019e+02,2.200000000000000000e+01,1.366000000000000000e+03,1.908999999999999986e+01
2.369000240000000019e+02,2.200000000000000000e+01,1.366000000000000000e+03,1.908999999999999986e+01
2.354000240000000019e+02,2.200000000000000000e+01,1.356000000000000000e+03,1.907000000000000028e+01
2.354000240000000019e+02,2.200000000000000000e+01,1.356000000000000000e+03,1.907000000000000028e+01
2.345000000000000000e+02,2.000000000000000000e+01,1.356000000000000000e+03,1.911999899999999997e+01
2.345000000000000000e+02,2.000000000000000000e+01,1.356000000000000000e+03,1.911999899999999997e+01
2.313000490000000013e+02,2.000000000000000000e+01,1.354000000000000000e+03,1.917000000000000171e+01
2.313000490000000013e+02,2.000000000000000000e+01,1.354000000000000000e+03,1.917000000000000171e+01
2.270999759999999981e+02,2.000000000000000000e+01,1.356000000000000000e+03,1.901999999999999957e+01
2.270999759999999981e+02,2.000000000000000000e+01,1.356000000000000000e+03,1.901999999999999957e+01
2.245000000000000000e+02,2.000000000000000000e+01,1.356000000000000000e+03,1.901000000000000156e+01
2.245000000000000000e+02,2.000000000000000000e+01,1.356000000000000000e+03,1.901000000000000156e+01
2.215000000000000000e+02,2.300000000000000000e+01,1.358000000000000000e+03,1.898000000000000043e+01
2.215000000000000000e+02,2.300000000000000000e+01,1.358000000000000000e+03,1.898000000000000043e+01
2.200000000000000000e+02,2.600000000000000000e+01,1.362000000000000000e+03,1.904999899999999968e+01
2.200000000000000000e+02,2.600000000000000000e+01,1.362000000000000000e+03,1.904999899999999968e+01
2.200000000000000000e+02,4.400000000000000000e+01,1.382000000000000000e+03,1.908999999999999986e+01
2.200000000000000000e+02,4.400000000000000000e+01,1.382000000000000000e+03,1.908999999999999986e+01
2.208000490000000013e+02,6.200000000000000000e+01,1.416000000000000000e+03,1.925000000000000000e+01
2.208000490000000013e+02,6.200000000000000000e+01,1.416000000000000000e+03,1.925000000000000000e+01
2.195999759999999981e+02,6.700000000000000000e+01,1.414000000000000000e+03,1.958999999999999986e+01
2.195999759999999981e+02,6.700000000000000000e+01,1.414000000000000000e+03,1.958999999999999986e+01
2.173000490000000013e+02,6.700000000000000000e+01,1.410000000000000000e+03,1.983999999999999986e+01
2.173000490000000013e+02,7.100000000000000000e+01,1.410000000000000000e+03,1.983999999999999986e+01
2.135000000000000000e+02,7.100000000000000000e+01,1.434000000000000000e+03,2.018999900000000025e+01
2.135000000000000000e+02,7.100000000000000000e+01,1.434000000000000000e+03,2.018999900000000025e+01
2.052000730000000033e+02,7.100000000000000000e+01,1.460000000000000000e+03,2.051000000000000156e+01
2.052000730000000033e+02,7.000000000000000000e+01,1.460000000000000000e+03,2.051000000000000156e+01
1.928000490000000013e+02,7.000000000000000000e+01,1.478000000000000000e+03,2.076999999999999957e+01
1.928000490000000013e+02,7.000000000000000000e+01,1.478000000000000000e+03,2.076999999999999957e+01
1.790999759999999981e+02,7.000000000000000000e+01,1.490000000000000000e+03,2.096999900000000139e+01
1.790999759999999981e+02,6.800000000000000000e+01,1.490000000000000000e+03,2.096999900000000139e+01
1.660000000000000000e+02,6.800000000000000000e+01,1.510000000000000000e+03,2.120999899999999982e+01
1.660000000000000000e+02,7.100000000000000000e+01,1.510000000000000000e+03,2.120999899999999982e+01
1.545999759999999981e+02,7.100000000000000000e+01,1.528000000000000000e+03,2.145999899999999982e+01
1.545999759999999981e+02,7.200000000000000000e+01,1.528000000000000000e+03,2.145999899999999982e+01
1.430999759999999981e+02,7.200000000000000000e+01,1.542000000000000000e+03,2.164999999999999858e+01
1.430999759999999981e+02,7.500000000000000000e+01,1.542000000000000000e+03,2.164999999999999858e+01
1.274000240000000019e+02,7.500000000000000000e+01,1.562000000000000000e+03,2.192000000000000171e+01
1.274000240000000019e+02,7.500000000000000000e+01,1.562000000000000000e+03,2.192000000000000171e+01
1.073000490000000013e+02,7.500000000000000000e+01,1.596000000000000000e+03,2.237999900000000153e+01
1.073000490000000013e+02,7.800000000000000000e+01,1.596000000000000000e+03,2.237999900000000153e+01
8.840002400000000193e+01,7.800000000000000000e+01,1.618000000000000000e+03,2.270999899999999982e+01
8.840002400000000193e+01,7.900000000000000000e+01,1.618000000000000000e+03,2.270999899999999982e+01
7.309997599999999807e+01,7.900000000000000000e+01,1.644000000000000000e+03,2.308999999999999986e+01
7.309997599999999807e+01,8.000000000000000000e+01,1.644000000000000000e+03,2.308999999999999986e+01
6.050000000000000000e+01,8.000000000000000000e+01,1.658000000000000000e+03,2.343999900000000025e+01
6.050000000000000000e+01,7.900000000000000000e+01,1.658000000000000000e+03,2.343999900000000025e+01
4.840002400000000193e+01,7.900000000000000000e+01,1.682000000000000000e+03,2.378999900000000167e+01
4.840002400000000193e+01,8.000000000000000000e+01,1.682000000000000000e+03,2.378999900000000167e+01
3.680004900000000134e+01,8.000000000000000000e+01,1.708000000000000000e+03,2.401000000000000156e+01
3.680004900000000134e+01,8.200000000000000000e+01,1.708000000000000000e+03,2.401000000000000156e+01
2.830004900000000134e+01,8.200000000000000000e+01,1.720000000000000000e+03,2.429999899999999968e+01
2.830004900000000134e+01,8.300000000000000000e+01,1.720000000000000000e+03,2.429999899999999968e+01
2.180004900000000134e+01,8.300000000000000000e+01,1.740000000000000000e+03,2.457999999999999829e+01
2.180004900000000134e+01,8.600000000000000000e+01,1.740000000000000000e+03,2.457999999999999829e+01
1.540002400000000016e+01,8.600000000000000000e+01,1.736000000000000000e+03,2.493999900000000025e+01
1.540002400000000016e+01,8.800000000000000000e+01,1.736000000000000000e+03,2.493999900000000025e+01
1.190002400000000016e+01,8.800000000000000000e+01,1.788000000000000000e+03,2.493999900000000025e+01
1.190002400000000016e+01,9.500000000000000000e+01,1.788000000000000000e+03,2.523999999999999844e+01
1.100000000000000000e+01,9.500000000000000000e+01,1.802000000000000000e+03,2.523999999999999844e+01
1.100000000000000000e+01,1.000000000000000000e+02,1.802000000000000000e+03,2.548000000000000043e+01
6.800048999999999566e+00,1.000000000000000000e+02,1.824000000000000000e+03,2.548000000000000043e+01
6.800048999999999566e+00,1.100000000000000000e+02,1.824000000000000000e+03,2.577999900000000011e+01
2.400024000000000157e+00,1.100000000000000000e+02,1.836000000000000000e+03,2.577999900000000011e+01
2.400024000000000157e+00,1.150000000000000000e+02,1.836000000000000000e+03,2.602999900000000011e+01
1.300049000000000010e+00,1.150000000000000000e+02,1.812000000000000000e+03,2.602999900000000011e+01
1.300049000000000010e+00,9.000000000000000000e+00,1.812000000000000000e+03,2.626999899999999855e+01
9.997599999999999543e-02,9.000000000000000000e+00,1.632000000000000000e+03,2.626999899999999855e+01
9.997599999999999543e-02,-6.000000000000000000e+00,1.632000000000000000e+03,2.657000000000000028e+01
-1.299927000000000055e+00,-6.000000000000000000e+00,1.632000000000000000e+03,2.657000000000000028e+01
-1.299927000000000055e+00,5.100000000000000000e+01,1.384000000000000000e+03,2.666000000000000014e+01
-2.099975999999999843e+00,5.100000000000000000e+01,1.384000000000000000e+03,2.666000000000000014e+01
-2.099975999999999843e+00,4.800000000000000000e+01,1.342000000000000000e+03,2.692000000000000171e+01
-3.500000000000000000e+00,4.800000000000000000e+01,1.342000000000000000e+03,2.692000000000000171e+01
-3.500000000000000000e+00,8.000000000000000000e+01,1.314000000000000000e+03,2.710999899999999840e+01
-5.400024000000000157e+00,8.000000000000000000e+01,1.314000000000000000e+03,2.710999899999999840e+01
-5.400024000000000157e+00,1.070000000000000000e+02,1.250000000000000000e+03,2.739999999999999858e+01
-7.000000000000000000e+00,1.070000000000000000e+02,1.250000000000000000e+03,2.739999999999999858e+01
-7.000000000000000000e+00,1.280000000000000000e+02,1.212000000000000000e+03,2.782999999999999829e+01
-8.000000000000000000e+00,1.280000000000000000e+02,1.212000000000000000e+03,2.782999999999999829e+01
-8.000000000000000000e+00,1.300000000000000000e+02,1.200000000000000000e+03,2.801000000000000156e+01
-8.400024000000000157e+00,1.300000000000000000e+02,1.200000000000000000e+03,2.801000000000000156e+01
-8.400024000000000157e+00,1.330000000000000000e+02,1.224000000000000000e+03,2.844999899999999826e+01
-8.599975999999999843e+00,1.330000000000000000e+02,1.224000000000000000e+03,2.844999899999999826e+01
-8.599975999999999843e+00,1.330000000000000000e+02,1.236000000000000000e+03,2.878999900000000167e+01
-8.599975999999999843e+00,1.330000000000000000e+02,1.236000000000000000e+03,2.878999900000000167e+01
